3102535	¼B§»ªv	31	82	61	76	93	66	68.17
4106034	¦ó¬FÀM	76	79	65	66	72	69	71.17
4106076	¼B¤¯ªN	98	63	75	77	85	97	82.5
10027120	³¯¬f¿«	84	74	88	99	80	60	80.83
10027126	Â²»¨§Ó	85	99	99	97	94	85	93.17
10027151	¸­«ä·ì	97	87	85	94	100	72	89.17
10027168	³¯¾ÇÀM	70	97	69	92	68	80	79.33
10027212	´¿¶²µY	89	55	82	93	96	96	85.17
10027214	´å®Ê·ì	39	69	62	96	83	71	70
10027241	³¯¸[·¢	34	93	43	88	87	98	73.83
10127102	³¯«Ø¤å	81	77	65	80	67	75	74.17
10127135	¹ùªl¶v	97	70	80	80	69	26	70.33
10127146	¬I¤Í¤Í	100	98	78	85	74	75	85
10127158	§õ¨ZÀB	80	74	74	81	99	69	79.5
10127171	³¯±d¥­	36	99	99	81	99	67	80.17
10127228	§E«Â¾§	90	91	74	73	85	100	85.5
10127261	¤ý«Û¶v	81	89	95	77	71	58	78.5
10127262	®}³¥	91	68	82	90	69	96	82.67
10127263	³¯Ãý¤å	98	50	79	100	66	98	81.83
10220107	³¯¤H»ñ	98	62	71	74	83	79	77.83
10220135	§õ©Ó¾§	75	81	69	79	39	64	67.83
10220140	°ª¦Û¦b	61	65	64	76	86	90	73.67
10227101	¦¿°··ì	76	90	67	65	22	93	68.83
10227103	¥Ó®ËºÝ	100	100	83	84	62	69	83
10227104	´¿²Eµq	67	70	84	77	79	65	73.67
10227106	´¿©uªå	72	100	60	86	73	63	75.67
10227107	·¨ªÃ¾§	60	85	95	88	92	78	83
10227116	ªL³ÕÂí	62	76	72	86	13	83	65.33
10227118	§d¶v¼Ý	78	94	86	68	72	74	78.67
10227121	ªL¬F¦t	82	72	96	64	23	61	66.33
10227123	ªL©{«º	58	70	65	89	87	75	74
10227124	³¯¬R·_	64	88	85	17	100	97	75.17
10227129	°¨°êºÕ	76	95	73	66	72	70	75.33
10227130	©u¡@ª@	76	62	87	79	87	98	81.5
10227132	ÁéªQ¦ö	96	68	77	91	71	93	82.67
10227134	¦ó«~¸©	70	33	75	86	78	76	69.67
10227136	¨ô¤l§g	64	40	71	81	91	83	71.67
10227137	Â²§Ê¦t	70	60	68	91	12	73	62.33
10227138	¹Q©û¿²	86	76	97	65	46	11	63.5
10227141	´^±d­õ	69	80	99	77	71	69	77.5
10227146	§E°·»¨	85	91	70	68	60	41	69.17
10227147	¯Î»FÂE	100	89	77	79	84	86	85.83
10227148	ªL°a¦Ó	97	78	81	100	47	83	81
10227150	¥Õµq¤¸	88	71	96	98	61	17	71.83
10227151	³¯«T³ó	67	90	61	82	78	61	73.17
10227153	¦óªÃ¾§	63	98	99	99	61	80	83.33
10227154	¦¶´­¥ß	81	83	73	68	84	75	77.33
10227201	»ñ©ú³Ç	74	63	74	84	71	51	69.5
10227202	®}»·¬P	87	86	95	92	79	69	84.67
10227205	Â²¹Å§»	86	71	75	80	92	63	77.83
10227206	¤ýÄQµ¾	60	70	94	69	97	54	74
10227207	³¯¬X¦w	100	51	89	99	70	98	84.5
10227209	¶À«Û¸Û	97	94	71	52	92	84	81.67
10227213	ªLªFÞ±	68	63	20	100	73	67	65.17
10227215	¯¬¡@»Ê	98	76	91	67	82	93	84.5
10227218	³¯«T¼Ý	58	93	84	98	85	67	80.83
10227219	§dñZ¥à	83	67	97	60	89	41	72.83
10227220	¶À«³¤É	63	71	66	65	95	95	75.83
10227221	¶ÀÄr¾b	98	73	72	87	99	66	82.5
10227223	³¯¤å¼_	75	93	56	82	75	70	75.17
10227224	®]®¶°ê	87	81	93	52	94	70	79.5
10227225	³¯¬R¤å	96	82	97	66	69	91	83.5
10227227	¤ýÝÂ²N	83	60	94	94	16	80	71.17
10227228	¶ÀÞmµ¾	96	62	61	92	89	65	77.5
10227229	®}º~¨^	87	74	99	79	83	61	80.5
10227230	°ª¯\²[	60	68	87	90	90	84	79.83
10227232	§õ¡@¦w	87	59	99	66	77	72	76.67
10227233	®}¼z¤å	100	95	96	82	95	76	90.67
10227235	­ÙÙy®p	100	87	83	77	84	85	86
10227237	´¿±Ò°a	71	96	49	90	90	71	77.83
10227240	ªL«iµ¾	81	68	63	98	63	98	78.5
10227246	³\´¼µú	86	66	91	63	85	92	80.5
10227254	¦¿¬Ó¿Ù	74	99	92	61	85	79	81.67
10227257	½²©öÀM	98	93	87	40	89	76	80.5
10227261	ªô«a´¼	82	94	70	81	76	79	80.33
10228144	¬x¤l³Ç	21	68	17	99	96	74	62.5
10320116	³¯·çÑÔ	63	100	97	80	61	93	82.33
10320129	³\ÄÖ¤§	93	71	79	90	69	94	82.67
10320133	´^ÝÂ¦|	91	63	75	77	94	80	80
10320142	¶À«a²N	93	95	98	96	72	29	80.5
10327101	§E¤lºÍ	72	67	63	67	100	85	75.67
10327102	§õ®¶³Ç	46	48	35	67	11	80	47.83
10327103	§õ©yã¸	65	82	74	77	89	60	74.5
10327106	ªL«Å¦ö	66	79	81	98	77	74	79.17
10327107	¥î©µ®f	41	64	83	69	87	68	68.67
10327108	©P·¡¶³	52	72	75	93	89	68	74.83
10327109	¤B±o®¦	82	83	64	70	99	83	80.17
10327110	¶À¥i¦|	31	61	91	63	81	93	70
10327111	§õ¨Ê®i	88	82	67	60	71	92	76.67
10327112	¦¶®m¥­	60	94	67	93	72	99	80.83
10327113	§õ¥@¥à	61	68	82	86	61	91	74.83
10327114	¶À¸t³Ç	66	85	81	95	69	82	79.67
10327115	³¯¥ßª@	72	70	91	87	61	63	74
10327116	ªL¤O¦t	48	79	60	50	37	96	61.67
10327117	±i®Ð»Í	94	72	71	94	87	64	80.33
10327119	¦V§Ó±s	90	66	99	97	79	59	81.67
10327120	¼B«ä·ì	82	76	96	90	91	41	79.33
10327121	©P©s¹F	93	64	31	25	53	82	58
10327122	¾G·q¹F	78	67	71	67	91	100	79
10327123	§º²Ð¦t	98	69	92	51	86	94	81.67
10327124	§d¬f©Ó	69	42	84	61	70	100	71
10327125	¸­®xÞ³	89	71	90	97	81	67	82.5
10327127	³¢¡@ÀR	69	66	60	64	83	87	71.5
10327128	³¯«~·ç	97	79	63	92	67	91	81.5
10327129	³¯©v¸q	66	61	73	75	97	66	73
10327130	¬x³ºÞ³	62	91	91	75	99	69	81.17
10327131	¦ó¥ò©¨	73	17	68	83	86	80	67.83
10327133	ªLÖö´Å	69	77	80	92	26	76	70
10327134	°ª­§¯ø	66	73	62	73	68	41	63.83
10327135	ªL¹D¦t	91	61	69	70	17	80	64.67
10327136	³¯®õ§Ó	84	66	25	95	69	64	67.17
10327137	§d¨ÎÌÉ	60	25	67	95	23	84	59
10327138	§f¤å³Ç	64	79	87	96	55	81	77
10327139	³¯«ß¤¤	86	97	65	68	68	99	80.5
10327140	³¢´º±©	75	93	74	91	87	71	81.83
10327141	±i®Ë¹ç	68	90	94	98	69	72	81.83
10327142	Â²»Ê¦ö	77	66	93	80	82	73	78.5
10327144	¥î®a®¦	73	99	76	72	61	72	75.5
10327145	¹ù°¶µ¾	81	88	61	82	75	99	81
10327146	¾G¦t¨°	60	68	84	89	74	84	76.5
10327147	®ú¨Îºû	70	76	29	78	62	80	65.83
10327148	ªL¥@®x	74	74	84	82	72	87	78.83
10327149	§õ«G½Ë	87	55	87	61	15	96	66.83
10327151	¿à¬ü§±	66	94	94	76	81	76	81.17
10327154	¼ï«É»Ê	88	64	68	98	60	70	74.67
10327155	³s¼y	87	79	79	20	62	93	70
10327172	§d®L§Ó	69	90	100	98	74	70	83.5
10327201	°¨¥¿°a	93	92	71	81	81	78	82.67
10327202	¤ý¥ç¼e	91	95	62	39	90	60	72.83
10327203	ªL¤l°a	95	100	69	27	21	61	62.17
10327205	ªL«F¿«	73	78	18	72	84	97	70.33
10327206	§f¤åÂ¦	84	75	82	74	80	90	80.83
10327207	¶À´Â¥È	86	71	60	73	64	87	73.5
10327208	§õ¨|§¦	89	93	89	66	73	85	82.5
10327210	Ã¹´¼¾Ë	77	86	93	92	70	93	85.17
