10427113	ÁÂ¤å³Í	88	85	86	83	93	93	88
10520113	³¢¤l¥¿	78	88	72	74	80	79	78.5
10520119	¶À³Õªl	76	96	92	67	86	53	78.33
10520120	§d¿«ªl	77	83	62	69	91	87	78.17
10520140	¾G¨Ì©s	49	77	85	54	75	63	67.17
10527101	§ù³Õ¤_	96	99	85	85	98	83	91
10527102	¼B«a§Ê	83	65	79	79	98	40	74
10527104	¾G´¼Á¾	93	100	71	68	76	97	84.17
10527105	©P§Q¨È	96	74	61	86	70	97	80.67
10527106	¶ÀÞm­õ	62	86	72	80	76	70	74.33
10527107	³\ªY´ü	99	70	88	74	81	83	82.5
10527108	Â²ÄQ­õ	81	70	75	68	73	80	74.5
10527109	­S¤å»¨	87	66	73	35	79	65	67.5
10527110	·¨®üÁ¨	62	93	97	72	61	87	78.67
10527111	¬I¨|·z	97	94	62	57	80	90	80
10527112	©P§ÓÂE	61	88	95	40	60	92	72.67
10527113	§õºÖÀs	97	90	66	95	27	70	74.17
10527114	³¢¬`§ø	94	77	65	98	62	91	81.17
10527115	°K¾e¿³	78	61	83	80	88	77	77.83
10527117	ªL¬R¸R	77	80	64	78	85	69	75.5
10527118	»¯¯\§±	94	82	74	72	95	76	82.17
10527119	ªL®Êºû	84	67	61	87	53	89	73.5
10527120	ªL¨|¦¥	79	100	17	19	70	100	64.17
10527123	§f©u¿A	56	100	100	94	80	69	83.17
10527124	ªô¥¿µq	76	100	81	70	91	24	73.67
10527125	¿c«aÀM	13	88	83	80	85	86	72.5
10527127	§d®¶Þ³	50	90	88	62	84	87	76.83
10527128	³¯¬LÞ³	98	87	78	77	72	89	83.5
10527129	³¯ªv¦|	77	92	65	35	59	96	70.67
10527130	³¯¤Ö¬v	42	83	68	65	95	61	69
10527131	³¢®õ©ú	60	82	87	100	83	20	72
10527132	ªL¨È§u	86	79	95	73	54	52	73.17
10527133	¬_©Ó¦ö	75	76	99	100	49	69	78
10527134	Áé©_¿Ý	93	65	91	89	99	83	86.67
10527135	±i´¼´Ü	79	92	79	71	70	64	75.83
10527136	±i°·­õ	77	61	66	65	74	98	73.5
10527138	¤ý´¶·s	64	65	71	66	98	92	76
10527139	¶À¬L¤¯	96	76	82	69	67	100	81.67
10527140	ªì¡@¤¸	91	79	67	91	97	82	84.5
10527141	±i²Eµq	99	65	86	70	95	69	80.67
10527142	´^¸qµ¾	90	95	71	94	97	93	90
10527143	¸­¤éµ¾	82	75	94	61	92	65	78.17
10527144	©PÁÄÝG	91	77	100	82	88	76	85.67
10527145	·¨¨ÝÀM	100	81	82	82	42	79	77.67
10527146	Áú¦tªY	83	65	77	79	70	21	65.83
10527147	¦ó§Ó´­	80	75	85	96	86	62	80.67
10527149	³¯«~ºú	76	79	84	37	71	63	68.33
10527150	ªL·z¶¶	92	99	77	62	64	87	80.17
10527151	³¯©É§Í	99	78	96	64	60	28	70.83
10527152	§d©Ó¯§	63	69	92	86	73	10	65.5
10527153	³¯¥ß¿o	90	81	97	94	62	63	81.17
10527172	³¯«TÄ_	76	84	67	81	84	68	76.67
10527174	¨H¾o©þ	85	74	90	49	63	100	76.83
